_id,School_Id,Org_Name,Telephone,Fax,Email,Contact1_Name,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Col_Id,Col_Name,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened
426,1990,Tauranga Intermediate,07-5784401,07-5782618,info@tauranga-int.school.nz,Cameron Mitchell,http://www.tauranga-int.school.nz/,30 18th Avenue ,The Avenues,Tauranga,PO Box 2141 Seventh Avenue,"",Tauranga,3140,Major urban area,Intermediate,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Tauranga City,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Tauranga,Waiariki,194802,Fraser Cove,Te Papa General Ward,99085,Tauranga Peninsula Kāhui Ako,-37.712212,176.155750,Yes,476,2025-04-01T00:00:00,1254,704,453,95,202,33,5,16,0.12,All students taught in English,No,No,Open,1958-02-01T00:00:00
427,2015,Te Puke Intermediate,07-5739352,07-5739333,admin@tepukeint.school.nz,Jillian Weldon,http://www.tepukeint.school.nz/Home,133 Cameron Road ,"",Te Puke,133 Cameron Road,"",Te Puke,3119,Small urban area,Intermediate,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Western Bay of Plenty District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Rotorua,Waiariki,191901,Te Puke West,Maketu-Te Puke Ward,99086,Te Puke Community of Learning,-37.796326,176.315236,Yes,476,2025-04-01T00:00:00,513,307,199,30,92,6,5,0,0.43,Some students taught in te reo Māori,No,No,Open,1976-01-26T00:00:00
428,2024,Te Uku School,07-8255815,07-8255835,office@teuku.school.nz,Paula Malins,http://www.teuku.school.nz,3436 State Highway 23 ,Raglan,Te Uku,Counter Delivery,Te Uku Postcentre,Te Uku,3266,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Waikato District,Waikato Region,Hamilton Office,Waikato,Taranaki-King Country,Hauraki-Waikato,171801,Te Uku,Whāingaroa General Ward,"","",-37.828021,174.957155,Yes,421,2025-04-01T00:00:00,154,134,43,2,6,7,0,0,0.76,All students taught in English,No,No,Open,1875-01-26T00:00:00
429,2037,Tokoroa Intermediate,07-8867687,07-8862362,office@tokoroa.school.nz,Suzanne Mariassouce,http://www.tokoroa.school.nz,Elizabeth Drive ,"",Tokoroa,Private Bag,Private Bag,Tokoroa,3444,Medium urban area,Intermediate,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,South Waikato District,Waikato Region,Hamilton Office,Waikato,Taupō,Te Tai Hauāuru,186400,Matarawa,Tokoroa Ward,99195,Tokoroa Kāhui Ako,-38.227692,175.859139,No,518,2025-04-01T00:00:00,345,120,171,72,19,4,0,0,0.87,All students taught in English,No,No,Open,1962-02-05T00:00:00
430,2044,Upper Atiamuri School,07-3332257,"",office@upperatiamuri.school.nz,Lisa Bates,http://www.upperatiamuri.school.nz,2613 State Highway 30 ,"",Atiamuri,2613 State Highway 30 RD 1,"",Atiamuri,3078,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Rotorua District,Waikato Region,Rotorua Office,"Bay of Plenty, Waiariki",Rotorua,Waiariki,201600,Ngakuru,Rotorua Rural General Ward,"","",-38.332959,176.068046,No,473,2025-04-01T00:00:00,55,36,12,1,11,0,0,0,0.82,All students taught in English,No,No,Open,1939-01-26T00:00:00
431,2049,Waihi East School,07-8638693,07-8638671,ssamson@east.school.nz,Andrew Wilkinson,http://www.waihieast.school.nz,Donnelly Street ,"",Waihi,PO Box 129,"",Waihi,3641,Small urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Hauraki District,Waikato Region,Hamilton Office,Waikato,Coromandel,Hauraki-Waikato,169500,Waihī East,Waihi Ward,99089,Waihi Kāhui Ako,-37.381840,175.856227,Yes,466,2025-04-01T00:00:00,200,175,50,5,13,5,0,0,0.86,All students taught in English,No,No,Open,1907-01-26T00:00:00
432,205,Manawatū College,06-3636550,06-3636559,office@manawatucollege.school.nz,Matthew Fraser,http://www.manawatucollege.school.nz,Ladys Mile ,"",Foxton,PO Box 62,"",Foxton,4848,Small urban area,Secondary (Year 9-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,234201,Foxton North,Kere Kere General Ward,99192,Kerekere Community of Learning,-40.466437,175.277659,No,532,2025-04-01T00:00:00,282,206,126,11,32,2,0,3,0.68,All students taught in English,No,No,Open,1961-01-26T00:00:00
433,2062,Te Kura Māori ā Rohe o Waiohau,07-3228251,07-3228006,TKM@Waiohau.school.nz,Kathy Tinsley,"",2481 Galatea Road ,Waiohau,Whakatane,2481 Galatea Road RD 2,"",Whakatane,3192,Rural other,Composite,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Whenua,Whakatane District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,203400,Galatea,Te Urewera General Ward,"","",-38.224309,176.841698,No,531,2025-04-01T00:00:00,83,2,83,0,0,0,0,0,1.49,All students taught in te reo Māori,No,No,Open,1918-05-05T00:00:00
434,2064,Waipa School,07-8248228,07-8248228,office@waipa.school.nz,Stephen Thackray,"",Kia Toa Street ,"",Ngaruawahia,Kia Toa Street,"",Ngaruawahia,3720,Small urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Waikato District,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,172201,Ngāruawāhia South,Newcastle-Ngāruawāhia General Ward,99156,Ngāruawāhia Community of Learning,-37.676024,175.149737,No,529,2025-04-01T00:00:00,325,145,240,28,17,5,0,0,0.43,All students taught in English,No,No,Open,1957-01-26T00:00:00
435,2075,Wairere School,07-8880854,"",office@wairere.school.nz,Michaela Phillips,http://wairere.school.nz,413 Wardville Road ,Wardville,Waharoa,413 Wardville Road RD 1,"",Waharoa,3474,Rural other,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Matamata-Piako District,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,174500,Richmond Downs-Wardville,Matamata General Ward,99104,Matamata Community of Learning,-37.723360,175.778843,No,475,2025-04-01T00:00:00,54,25,18,0,15,0,0,0,0.82,All students taught in English,No,No,Open,1917-01-26T00:00:00
436,2085,ACG Parnell College,09-3081666,09-3081668,parnellcollege@acgedu.com,Damian Watson,http://www.acgedu.com/nz/parnell,39 George Street ,Parnell,Auckland,PO Box 6199 Wellesley Street,"",Auckland,1141,Major urban area,Composite,"",Private : Fully Registered,Not applicable,Co-Educational,"",Te Tai Raro,Waitematā Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,138501,Newmarket,Ōrākei Ward,"","",-36.863654,174.778126,No,not applicable,2025-04-01T00:00:00,1902,265,6,8,1668,19,21,125,not applicable,All students taught in English,No,No,Open,1998-02-09T00:00:00
437,2094,Marian Catholic School (Hamilton),07-8567515,07-8562766,principal@marian.school.nz,Debra White,http://www.marian.school.nz,Firth Street ,Hamilton East,Hamilton,PO Box 4244,Hamilton East,Hamilton,3247,Major urban area,Full Primary,"",State : Integrated,Donations may be requested,Co-Educational,"",Te Tai Whenua,Hamilton City,Waikato Region,Hamilton Office,Waikato,Hamilton East,Hauraki-Waikato,179700,Hamilton East Village,East General Ward,99103,Waikato Catholic Kāhui Ako,-37.790843,175.295006,Yes,396,2025-04-01T00:00:00,587,179,47,38,340,37,2,2,0.05,All students taught in English,No,No,Open,1989-01-28T00:00:00
438,2097,Manaia School (Taranaki),06-2748283,"",office@manaia.school.nz,Laila Kivell,http://www.manaia.school.nz,36 Karaka Street ,"",Manaia,36 Karaka Street,"",Manaia,4612,Rural settlement,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,South Taranaki District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,220901,Manaia,Taranaki Coastal General Ward,99167,South Taranaki - Hāwera Community of Learning,-39.546564,174.122763,No,551,2025-04-01T00:00:00,58,34,37,3,0,1,0,0,1.46,All students taught in English,No,No,Open,2005-01-28T00:00:00
439,2108,Winchester Rural School,03-6159436,03-6159476,office@winchesterrural.school.nz,Gemma Rout,http://www.winchesterrural.school.nz,Rise Road ,"",Winchester,PO Box 95,"",Winchester,7958,Rural settlement,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Timaru District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Rangitata,Te Tai Tonga,339100,Waitohi (Timaru District),Pleasant Point-Temuka Ward,99053,Ka Awa Whiria,-44.189987,171.278429,Yes,454,2025-04-01T00:00:00,120,93,13,3,14,3,2,0,0.99,All students taught in English,No,No,Open,2005-01-28T00:00:00
440,2157,Bell Block School,06-7550838,06-7550565,office@bellblock.school.nz,Conrad Hailes,http://www.bellblock.school.nz,31 Bell Block Court ,Bell Block,New Plymouth,31 Bell Block Court,Bell Block,New Plymouth,4312,Large urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",New Plymouth,Te Tai Hauāuru,217501,Bell Block West,Kaitake-Ngāmotu General Ward,"","",-39.035752,174.144810,Yes,440,2025-04-01T00:00:00,438,304,87,20,94,11,1,0,0.98,All students taught in English,No,Yes,Open,1858-11-17T00:00:00
441,2161,Devon Intermediate,06-7585266,06-7587023,office@devonint.school.nz,Jenny Gellen,http://www.devonint.school.nz/,400 Devon Street West ,Lynmouth,New Plymouth,PO Box 927,Taranaki Mail Centre,New Plymouth,4340,Large urban area,Intermediate,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",New Plymouth,Te Tai Hauāuru,216600,Moturoa,Kaitake-Ngāmotu General Ward,"","",-39.063582,174.054111,No,497,2025-04-01T00:00:00,328,200,149,23,36,11,14,1,0.93,All students taught in English,No,No,Open,1958-02-02T00:00:00
442,217,Napier Girls' High School,06-8351069,06-8358164,nghs@nghs.school.nz,Megan Mannering (Acting),http://www.nghs.school.nz,Clyde Road ,Bluff Hill,Napier,Clyde Road,Bluff Hill,Napier,4110,Large urban area,Secondary (Year 9-15),"",State,"Donations should not be requested, unless for a school camp",Girls School,"",Te Tai Whenua,Napier City,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Napier,Ikaroa-Rāwhiti,213300,Bluff Hill,Ahuriri Ward,99003,Mataruahou Napier City Kāhui Ako,-39.485660,176.915037,Yes,445,2025-04-01T00:00:00,1091,924,315,47,92,19,12,41,0.04,All students taught in English,Yes,No,Open,1884-01-01T00:00:00
443,2190,Manukorihi Intermediate,06-7548025,06-7547988,office@manukorihi.school.nz,Fiona Low,http://www.manukorihi.school.nz,Manukorihi Road ,"",Waitara,Manukorihi Road,"",Waitara,4320,Small urban area,Intermediate,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",New Plymouth,Te Tai Hauāuru,218901,Waitara East,North General Ward,"","",-38.999725,174.243148,No,514,2025-04-01T00:00:00,224,119,124,9,3,3,0,0,1.00,Some students taught in te reo Māori,No,No,Open,1974-02-04T00:00:00
444,557,Holy Family School (Wanaka),03-4432394,03-4432395,office@holyfamilywanaka.school.nz,Jane Rush,http://www.holyfamilyschoolwanaka.com ,152 Aubrey Road ,"",Wanaka,PO Box 592,"",Wanaka,9305,Medium urban area,Full Primary,"",State : Integrated,Donations may be requested,Co-Educational,"",Te Tai Runga,Queenstown-Lakes District,Otago Region,Dunedin Office,"Otago, Southland",Waitaki,Te Tai Tonga,346701,Wānaka North,Wānaka-Upper Clutha Ward,"","",-44.679790,169.137627,Yes,387,2025-04-01T00:00:00,191,178,17,1,8,7,1,0,3.31,All students taught in English,No,No,Open,2005-10-21T00:00:00
445,6742,Tahatai Coast School,07-5724600,07-5725050,tcs@tahatai.school.nz,Matthew Skilton,http://www.tahatai.school.nz,45 Evans Road ,Papamoa,Tauranga,45 Evans Road,Papamoa Beach,Papamoa,3118,Major urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Tauranga City,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Bay of Plenty,Waiariki,197000,Palm Beach North,Arataki General Ward,99064,Kāhui Ako ki Mauao,-37.692058,176.259997,Yes,431,2025-04-01T00:00:00,767,585,155,19,58,52,2,19,0.38,All students taught in English,No,No,Open,1996-01-25T00:00:00
446,6763,Whangaparaoa College,09-4249177,09-4284794,enquiries@wgpcollege.school.nz,Davina Dean (Acting),http://www.wgpcollege.school.nz/,8 Stanmore Bay Road ,"",Stanmore Bay,PO Box 775,Whangaparaoa,Stanmore Bay,0943,Large urban area,Secondary (Year 7-15),"",State,Donations may be requested,Co-Educational,"",Te Tai Raro,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,115100,Stanmore Bay East,Albany Ward,99095,Whangaparaoa Peninsula Kāhui Ako,-36.632624,174.745363,Yes,447,2025-04-01T00:00:00,1879,1542,337,112,258,79,26,87,0.69,All students taught in English,No,No,Open,2005-01-01T00:00:00
447,682,Eden Christian Academy,09-2378228,"","",William van Rensburg,http://www.edenchristianacademy.co.nz,La Valla Estate ,"",Tuakau,PO Box 134,"",Tuakau,2342,Small urban area,Composite,"",Private : Fully Registered,Not applicable,Co-Educational,"",Te Tai Raro,Waikato District,Waikato Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,170001,Tuakau North,Tuakau-Pōkeno General Ward,"","",-37.253571,174.962851,No,not applicable,2025-04-01T00:00:00,63,33,8,6,23,5,1,0,not applicable,All students taught in English,No,No,Open,2013-05-13T00:00:00
448,688,Ormiston Primary School,09-2539020,"",admin@ormps.school.nz,Heath McNeil,http://www.ormistonprimary.school.nz,291 Ormiston Road ,Flat Bush,Auckland,PO Box 217053,Botany Junction,Auckland,2164,Major urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,158101,Ormiston Central,Howick Ward,"","",-36.968315,174.920677,Yes,378,2025-04-01T00:00:00,1110,64,38,104,924,66,3,0,0.21,All students taught in English,No,No,Open,2015-01-01T00:00:00
449,661,Tarawera High School,07-3236553,07-3236552,office@tarawera.school.nz,Marissa Peters,http://www.tarawera.school.nz,58-122 River Road ,"",Kawerau,PO Box 12,"",Kawerau,3169,Small urban area,Secondary (Year 7-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Kawerau District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,203901,Kawerau Central,Area Outside Ward,99038,Pūtauaki ki Rangitaiki Whānui Kāhui Ako,-38.087207,176.709393,No,544,2025-04-01T00:00:00,472,94,409,27,10,0,0,0,0.88,All students taught in English,No,No,Open,2013-01-27T00:00:00
450,6760,Somerville Intermediate School,09-5351070,09-5351071,office@somint.school.nz,Yolande Franke,http://www.somervilleintermediate.school.nz,39 Somerville Road ,Howick South,Auckland,39 Somerville Road,Shelly Park,Manukau,2014,Major urban area,Intermediate,"",State,Donations may be requested,Co-Educational,"",Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Botany,Tāmaki Makaurau,153800,Somerville,Howick Ward,99127,Waipaparoa Kāhui Ako,-36.912840,174.939070,Yes,390,2025-04-01T00:00:00,984,373,54,44,550,70,16,22,0.34,All students taught in English,No,No,Open,1997-01-29T00:00:00
451,68,St Cuthbert's College (Epsom),09-5204159,09-5249374,information@stcuthberts.school.nz,Charlotte Avery,http://www.stcuthberts.school.nz,122 Market Road ,Epsom,Auckland,PO Box 26020,Epsom,Auckland,1344,Major urban area,Composite,"",Private : Fully Registered,Not applicable,Girls School,"",Te Tai Raro,Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,140300,Mount St John,Albert-Eden-Puketāpapa Ward,"","",-36.887581,174.778250,No,not applicable,2025-04-01T00:00:00,1627,764,57,82,757,14,16,29,not applicable,All students taught in English,Yes,No,Open,1915-02-01T00:00:00
452,686,Lyttelton Primary School,03-9290588,03-3288360,office@lyttelton.school.nz,Jenny Felton,http://www.lyttelton.school.nz,34 Oxford Street ,"",Lyttelton,PO Box 85,"",Lyttelton,8841,Small urban area,Full Primary,"",State,Donations may be requested,Co-Educational,"",Te Tai Runga,Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Banks Peninsula,Te Tai Tonga,332501,Lyttelton,Banks Peninsula Ward,99196,Aupaki Kāhui Ako,-43.602344,172.723168,Yes,421,2025-04-01T00:00:00,140,133,15,0,5,3,1,0,0.34,All students taught in English,No,Yes,Open,2014-05-05T00:00:00
453,6930,Botany Downs Secondary College,09-2732310,09-2738551,admin@bdsc.school.nz,Karen Brinsden,http://www.bdsc.school.nz,575 Chapel Road ,Botany Downs,Auckland,575 Chapel Road,East Tamaki,Manukau,2016,Major urban area,Secondary (Year 9-15),"",State,Donations may be requested,Co-Educational,"",Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Botany,Tāmaki Makaurau,156101,Middlefield,Howick Ward,99127,Waipaparoa Kāhui Ako,-36.934108,174.915446,Yes,404,2025-04-01T00:00:00,2009,604,91,147,1283,104,39,147,0.24,All students taught in English,No,No,Open,2004-01-01T00:00:00
454,6939,Kohia Terrace School,09-6304525,"",office@kts.school.nz,Alison Spence,http://www.kts.school.nz,3 Kohia Terrace ,Epsom,Auckland,3 Kohia Terrace,Epsom,Auckland,1023,Major urban area,Full Primary,"",State,Donations may be requested,Co-Educational,"",Te Tai Raro,Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,140200,Epsom Central-North,Albert-Eden-Puketāpapa Ward,99001,Auckland Central Community of Schools,-36.885336,174.770216,Yes,346,2025-04-01T00:00:00,375,109,6,22,258,16,8,8,0.14,All students taught in English,No,No,Open,1996-01-31T00:00:00
455,6947,The Gardens School,09-2690041,"",reception@thegardens.school.nz,Susannah Fowler,http://www.thegardens.school.nz,101 Charles Prevost Drive ,The Gardens,Manukau,101 Charles Prevost Drive,The Gardens,Manukau,2105,Major urban area,Full Primary,"",State,Donations may be requested,Co-Educational,"",Te Tai Raro,Manurewa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,159301,The Gardens (Auckland),Manurewa-Papakura Ward,99186,Alfriston Kāhui Ako,-37.004951,174.917435,Yes,398,2025-04-01T00:00:00,540,137,57,97,326,30,6,0,0.24,All students taught in English,No,Yes,Open,2002-01-30T00:00:00
456,1231,Birkenhead School,09-4807365,09-4805081,office@bps.school.nz,Francis Naera,http://www.birkenheadprimary.school.nz/,77 Mokoia Road ,Birkenhead,Auckland,77 Mokoia Road,Birkenhead,Auckland,0626,Major urban area,Contributing,"",State,Donations may be requested,Co-Educational,"",Te Tai Raro,Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,127400,Birkenhead South,North Shore Ward,99067,Northcote Community of Learning,-36.811005,174.723844,Yes,366,2025-04-01T00:00:00,436,325,13,10,113,17,4,1,0.14,All students taught in English,No,Yes,Open,1919-02-01T00:00:00
